College Name,Accepted Skills,Projects
National Institute of Technology Mumbai,Bash | C++ | Elasticsearch | Flask | GCP | Go | Linux | PyTorch,Map Routing App | Network Packet Sniffer | Scheduling System | Todo API
National Institute of Technology Mysuru,Java | MongoDB | Node.js | PostgreSQL | Tailwind CSS,Chat App | Edge Caching Simulator | Gesture Recognition | Smart Attendance
National Institute of Technology Nagpur,C++ | Kafka | Socket.IO | Storybook | Swift,Code Editor Lite | Expense Splitter | File Sharing Service | Handwriting OCR | Multi-tenant SaaS | Spam Filter | Stock Price Tracker
National Institute of Technology Noida,AWS | C++ | Elasticsearch | Linux | Matplotlib | Node.js | OpenCV | PostgreSQL | Socket.IO,Course Planner | Crypto Arbitrage Bot | Edge Caching Simulator | Job Portal | Smart Attendance | Social Graph Analyzer
National Institute of Technology Ongole,Elasticsearch | Express | Kotlin | MongoDB | Swift,Compiler Tiny | Event Ticketing | File Sharing Service | Fraud Detection | Portfolio Website | URL Shortener
National Institute of Technology Patna,Flask | Kubernetes | Linux | NumPy | Pandas | Python | Redis | Storybook | Terraform,AR Ruler | Auto-Grader | Expense Splitter | Face Detection Tool | Stock Price Tracker
National Institute of Technology Pune,Azure | Flask | Go | Matplotlib | MongoDB | OpenCV | PostgreSQL | RabbitMQ | Storybook,Auto-Grader | Blog CMS | Forum Platform | Social Graph Analyzer | Speech-to-Text
National Institute of Technology Quilon,Docker | Express | Kafka | Kotlin | Linux | RabbitMQ | Rust,Blog CMS | Job Portal | Smart Attendance | Stock Price Tracker
National Institute of Technology Raipur,CI/CD | Django | Elasticsearch | Express | PostgreSQL | Rust | Swift | Tailwind CSS,Blockchain Wallet Demo | Event Ticketing | Quiz App | Search Engine Mini | Sentiment Analyzer
National Institute of Technology Ranchi,CI/CD | Docker | Git | OpenCV | Socket.IO | Swift,Handwriting OCR | Map Routing App | Regex Visualizer | Speech-to-Text
National Institute of Technology Salem,Azure | Go | Kafka | Kotlin | Node.js | RabbitMQ,Anomaly Detector | DB Index Visualizer | Expense Splitter | News Aggregator | Spam Filter | Todo API
National Institute of Technology Surat,C | C++ | Django | Docker | Flask | Git | Go | GraphQL | Swift,Course Planner | Job Portal | News Aggregator | Recommendation Engine | Traffic Simulation
National Institute of Technology Thane,AWS | Agile | Django | Java | PostgreSQL | TDD | scikit-learn,Expense Splitter | Log Parser | Portfolio Website | Smart Attendance | Traffic Simulation | Weather Dashboard
National Institute of Technology Thiruvananthapuram,Agile | Django | Express | Pandas | RabbitMQ | TDD | Tailwind CSS | Terraform | TypeScript | scikit-learn,Blockchain Wallet Demo | Edge Caching Simulator | Memory Allocator Demo | Music Streaming Prototype | VR Gallery | Weather Dashboard
National Institute of Technology Thrissur,C | Flask | Matplotlib | OpenCV | Python | Storybook | scikit-learn,AR Ruler | Anomaly Detector | Expense Splitter | File Sharing Service | Fraud Detection | Portfolio Website | Stock Price Tracker
National Institute of Technology Trichy,FastAPI | Go | GraphQL | Node.js | OpenCV | Pandas | Rust | TypeScript,Blockchain Wallet Demo | Code Editor Lite | E-Commerce Site | Fitness Tracker
National Institute of Technology Udaipur,Agile | Azure | C | Django | Matplotlib | Node.js | Redis | Rust | Storybook,Course Planner | Expense Splitter | Fitness Tracker | Gesture Recognition | Todo API
National Institute of Technology Varanasi,AWS | Linux | OpenCV | Python | RabbitMQ | TypeScript | scikit-learn,Blockchain Wallet Demo | File Sharing Service | Gesture Recognition | Quiz App | Search Engine Mini | URL Shortener
National Institute of Technology Vijayawada,AWS | Django | Express | Tailwind CSS | Terraform,Chat App | Course Planner | E-Commerce Site | Edge Caching Simulator | File Sharing Service | Log Parser | VR Gallery
National Institute of Technology Visakhapatnam,Django | Express | FastAPI | GCP | Go | Python | RabbitMQ | TensorFlow | TypeScript,Blog CMS | Compiler Tiny | Fraud Detection | Scheduling System
National Institute of Technology Warangal,C | Flask | Kotlin | OpenCV | TDD,E-Commerce Site | Fraud Detection | Gesture Recognition | Stock Price Tracker | Traffic Simulation
National Institute of Technology Xavierabad,C | CI/CD | Docker | Express | Kubernetes | Linux | Matplotlib | Node.js | NumPy | TypeScript,Course Planner | DB Index Visualizer | News Aggregator | Traffic Simulation
National Institute of Technology Yamunanagar,CI/CD | Go | Kafka | Node.js | Redis | Rust | TDD | Terraform | TypeScript,Blog CMS | Edge Caching Simulator | Gesture Recognition | Stock Price Tracker
National Institute of Technology Zirakpur,AWS | Agile | C++ | Elasticsearch | FastAPI | Flask | Linux | Python | RabbitMQ | Rust,Blockchain Wallet Demo | E-Commerce Site | Note Taking App | URL Shortener
Netaji Subhas Aaravpur,AWS | Bash | C | CI/CD | Docker | GCP | PostgreSQL,Course Planner | Image Classifier | Multi-tenant SaaS | Network Packet Sniffer | URL Shortener
Netaji Subhas Amritsar,Go | Java | Kafka | Node.js | PostgreSQL | Tailwind CSS | TensorFlow,Blockchain Wallet Demo | Chat App | Handwriting OCR | News Aggregator | Spam Filter | Weather Dashboard
Netaji Subhas Baroda,AWS | Azure | FastAPI | Go | Java | React,AR Ruler | Note Taking App | Search Engine Mini | Stock Price Tracker
Netaji Subhas Belagavi,Azure | Elasticsearch | Flask | GCP | Java | Linux | PyTorch | Swift | TensorFlow,Compiler Tiny | Edge Caching Simulator | Expense Splitter | Sentiment Analyzer | Social Graph Analyzer
Netaji Subhas Bengaluru,Bash | CI/CD | FastAPI | NumPy | TensorFlow | TypeScript,Anomaly Detector | Forum Platform | Music Streaming Prototype | VR Gallery
Netaji Subhas Bhopal,C | Django | Express | Java | Kotlin | Linux | Storybook | Terraform,Compiler Tiny | Crypto Arbitrage Bot | Expense Splitter | Face Detection Tool | Stock Price Tracker
Netaji Subhas Chandipur,Bash | CI/CD | Express | FastAPI | Flask | Git | Kafka | Kubernetes | Socket.IO | TypeScript,Image Classifier | Scheduling System | Spam Filter | VR Gallery | Weather Dashboard
Netaji Subhas Chennai,C++ | CI/CD | Git | GraphQL | Kubernetes | Linux | Matplotlib | Node.js | PyTorch,Code Editor Lite | E-Commerce Site | Face Detection Tool | Job Portal | Log Parser | Quiz App | Regex Visualizer
Netaji Subhas Coimbatore,Azure | Docker | Elasticsearch | Java | Kubernetes | NumPy | React | Redis | Tailwind CSS | Terraform,Anomaly Detector | E-Commerce Site | Image Classifier | Network Packet Sniffer
Netaji Subhas Dehradun,C | Go | Matplotlib | NumPy | OpenCV,Job Portal | Memory Allocator Demo | Quiz App | Sentiment Analyzer | Social Graph Analyzer | Weather Dashboard
Netaji Subhas Ernakulam,AWS | Agile | Bash | Flask | GCP | Kotlin | Pandas,Chat App | File Sharing Service | Image Classifier | Memory Allocator Demo | Music Streaming Prototype | Network Packet Sniffer | Sentiment Analyzer
Netaji Subhas Faridabad,Linux | PyTorch | RabbitMQ | React | TDD,Chat App | News Aggregator | Portfolio Website | Todo API
Netaji Subhas Gurugram,CI/CD | Go | Java | Matplotlib | PyTorch | RabbitMQ | React | Swift | TypeScript,Chat App | Face Detection Tool | Note Taking App | Todo API
Netaji Subhas Guwahati,Elasticsearch | Express | Flask | GCP | GraphQL | Kotlin | Linux | Storybook | Swift | TDD,Job Portal | Map Routing App | Music Streaming Prototype | Quiz App | Stock Price Tracker | Todo API
Netaji Subhas Gwalior,AWS | C | Docker | Kotlin | Matplotlib | TDD | TensorFlow,Blockchain Wallet Demo | Job Portal | Multi-tenant SaaS | News Aggregator | Spam Filter | Stock Price Tracker | Todo API
Netaji Subhas Hubballi,Kubernetes | Linux | Matplotlib | OpenCV | Terraform,Image Classifier | IoT Sensor Monitor | Multi-tenant SaaS | Search Engine Mini
Netaji Subhas Hyderabad,Azure | Bash | Django | GraphQL | Kotlin | Kubernetes | Linux | Matplotlib | RabbitMQ | Socket.IO,AR Ruler | Chat App | Gesture Recognition | Handwriting OCR | IoT Sensor Monitor | Portfolio Website
Netaji Subhas Indore,AWS | Agile | Git | Kotlin | PostgreSQL | Python | Socket.IO | Storybook,Auto-Grader | Blockchain Wallet Demo | DB Index Visualizer | Fitness Tracker | Log Parser | Map Routing App | Portfolio Website
Netaji Subhas Jabalpur,Django | Elasticsearch | Go | Matplotlib | NumPy | Pandas | Terraform,AR Ruler | Course Planner | IoT Sensor Monitor | Log Parser | Note Taking App | Social Graph Analyzer
Netaji Subhas Jaipur,Bash | CI/CD | Linux | MongoDB | Node.js | NumPy | Redis | Tailwind CSS,Event Ticketing | Image Classifier | Music Streaming Prototype | Quiz App | Scheduling System | Todo API
Netaji Subhas Jodhpur,Git | Kafka | MongoDB | PyTorch | TDD,IoT Sensor Monitor | Quiz App | Speech-to-Text | Stock Price Tracker
Netaji Subhas Kochi,Bash | Express | Git | MongoDB | Terraform,Music Streaming Prototype | Portfolio Website | Social Graph Analyzer | Traffic Simulation
Netaji Subhas Kolkata,Agile | Django | Docker | Go | OpenCV | Rust,Chat App | Crypto Arbitrage Bot | Event Ticketing | Gesture Recognition | Memory Allocator Demo | Music Streaming Prototype
Netaji Subhas Kozhikode,Bash | Go | OpenCV | Tailwind CSS | Terraform | scikit-learn,Anomaly Detector | Handwriting OCR | IoT Sensor Monitor | Job Portal | Speech-to-Text
Netaji Subhas Lucknow,Bash | Docker | Elasticsearch | Node.js | Pandas | Rust | Socket.IO | Tailwind CSS | Terraform,Course Planner | Handwriting OCR | Music Streaming Prototype | Sentiment Analyzer
Netaji Subhas Madurai,Git | Kubernetes | Linux | PyTorch | Socket.IO | TensorFlow,Anomaly Detector | Forum Platform | Fraud Detection | Handwriting OCR | Job Portal
Netaji Subhas Mumbai,C | Django | Git | Kafka | Linux | Node.js | OpenCV | RabbitMQ | React | Storybook,Auto-Grader | Expense Splitter | Log Parser | Map Routing App | News Aggregator | Note Taking App | Speech-to-Text
Netaji Subhas Mysuru,Bash | Elasticsearch | GCP | Linux | MongoDB | Node.js | TDD | TypeScript,AR Ruler | Blockchain Wallet Demo | Handwriting OCR | Quiz App | Scheduling System
Netaji Subhas Nagpur,Agile | Elasticsearch | Linux | MongoDB | NumPy | OpenCV,DB Index Visualizer | Image Classifier | Scheduling System | Sentiment Analyzer | Speech-to-Text
Netaji Subhas Noida,AWS | Azure | FastAPI | Flask | Node.js | Socket.IO,AR Ruler | Course Planner | Event Ticketing | Network Packet Sniffer | Search Engine Mini | Stock Price Tracker
Netaji Subhas Ongole,C++ | Elasticsearch | GCP | Pandas | Python | Redis | Socket.IO | Tailwind CSS | Terraform,Event Ticketing | Fraud Detection | Image Classifier | Network Packet Sniffer | News Aggregator | Traffic Simulation | VR Gallery
Netaji Subhas Patna,AWS | C++ | CI/CD | FastAPI | NumPy | Python | Redis | Socket.IO | TypeScript,AR Ruler | Anomaly Detector | Chat App | Forum Platform | IoT Sensor Monitor | Search Engine Mini | URL Shortener
Netaji Subhas Pune,CI/CD | Docker | Go | Linux | RabbitMQ | React | Redis,Code Editor Lite | Note Taking App | Recommendation Engine | Todo API
Netaji Subhas Quilon,Docker | GraphQL | Pandas | Storybook | scikit-learn,Code Editor Lite | Log Parser | Network Packet Sniffer | Spam Filter
Netaji Subhas Raipur,Azure | Kafka | Node.js | Python | Redis,Anomaly Detector | Blockchain Wallet Demo | Blog CMS | Edge Caching Simulator | Forum Platform | Image Classifier | Search Engine Mini
Netaji Subhas Ranchi,AWS | C | Docker | Express | Flask | GCP | NumPy | Redis | Rust,AR Ruler | E-Commerce Site | File Sharing Service | Recommendation Engine
Netaji Subhas Salem,Agile | MongoDB | Pandas | TDD | Tailwind CSS,Edge Caching Simulator | Face Detection Tool | Job Portal | Traffic Simulation
Netaji Subhas Surat,AWS | Agile | C | C++ | Elasticsearch | GCP | Kafka | Kubernetes | Rust | TDD,Anomaly Detector | Auto-Grader | Face Detection Tool | Sentiment Analyzer | Social Graph Analyzer | Stock Price Tracker
Netaji Subhas Thane,C | FastAPI | Kafka | Redis | Tailwind CSS | scikit-learn,Portfolio Website | Recommendation Engine | Search Engine Mini | Sentiment Analyzer
Netaji Subhas Thiruvananthapuram,Bash | Elasticsearch | GCP | Go | Java | MongoDB | NumPy | Rust | Terraform,Course Planner | Handwriting OCR | Job Portal | Recommendation Engine | Social Graph Analyzer | Speech-to-Text
Netaji Subhas Thrissur,Bash | C | C++ | Elasticsearch | FastAPI | Kafka | Linux | PostgreSQL | React | Tailwind CSS,Compiler Tiny | E-Commerce Site | Forum Platform | Gesture Recognition | Regex Visualizer
Netaji Subhas Trichy,C | FastAPI | Go | Kafka | Matplotlib | React | Rust | TensorFlow,Course Planner | Crypto Arbitrage Bot | Forum Platform | Memory Allocator Demo
Netaji Subhas Udaipur,Elasticsearch | FastAPI | GCP | GraphQL | Java | Terraform,Crypto Arbitrage Bot | Event Ticketing | Handwriting OCR | IoT Sensor Monitor | Note Taking App
Netaji Subhas Varanasi,C | CI/CD | Node.js | PyTorch | Terraform,Image Classifier | IoT Sensor Monitor | Search Engine Mini | Smart Attendance | Social Graph Analyzer | Traffic Simulation
Netaji Subhas Vijayawada,Agile | Elasticsearch | GraphQL | Java | RabbitMQ | Redis | TensorFlow | TypeScript,AR Ruler | Blockchain Wallet Demo | Fraud Detection | Gesture Recognition | Music Streaming Prototype | Speech-to-Text | Weather Dashboard
Netaji Subhas Visakhapatnam,C | CI/CD | Git | Java | Kafka | Kotlin | MongoDB | Node.js | PyTorch | Redis,AR Ruler | Blockchain Wallet Demo | Chat App | Course Planner | Expense Splitter | News Aggregator | Note Taking App
Netaji Subhas Warangal,CI/CD | OpenCV | Pandas | Python | Swift | Terraform,Anomaly Detector | E-Commerce Site | Handwriting OCR | Map Routing App
Netaji Subhas Xavierabad,GraphQL | Python | Rust | TDD | Tailwind CSS,Job Portal | Map Routing App | Multi-tenant SaaS | VR Gallery
Netaji Subhas Yamunanagar,Docker | Express | Go | Java | Python | RabbitMQ | TensorFlow,Anomaly Detector | Course Planner | Crypto Arbitrage Bot | IoT Sensor Monitor | Map Routing App | Quiz App | Search Engine Mini
Netaji Subhas Zirakpur,Docker | Express | Linux | Redis | TensorFlow | scikit-learn,Chat App | Edge Caching Simulator | Expense Splitter | Forum Platform | Network Packet Sniffer | Portfolio Website
Noida Academy of Science,Agile | Docker | Go | Node.js | NumPy | OpenCV | Python | Redis | TDD,Crypto Arbitrage Bot | Forum Platform | Handwriting OCR | Image Classifier | Recommendation Engine | Smart Attendance | Speech-to-Text
Noida Center for AI,Elasticsearch | FastAPI | Flask | GraphQL | Kafka | Kubernetes | PostgreSQL | TDD | TensorFlow,Compiler Tiny | Job Portal | Multi-tenant SaaS | Sentiment Analyzer | Traffic Simulation | URL Shortener
Noida Center for Data Science,GCP | Matplotlib | NumPy | Pandas | React,Crypto Arbitrage Bot | E-Commerce Site | Event Ticketing | Forum Platform | Job Portal | Log Parser
Noida College,Docker | Java | Kafka | MongoDB | PostgreSQL | React | Socket.IO | Swift | Tailwind CSS | TensorFlow,Anomaly Detector | Auto-Grader | Blockchain Wallet Demo | Recommendation Engine | Traffic Simulation
Noida College of Computing,AWS | CI/CD | FastAPI | Flask | Linux | NumPy,Auto-Grader | Event Ticketing | Face Detection Tool | Quiz App | Speech-to-Text | Traffic Simulation
Noida College of Information Sciences,C | Git | Linux | Matplotlib | Node.js | OpenCV | RabbitMQ,Course Planner | Fraud Detection | Gesture Recognition | IoT Sensor Monitor | Note Taking App
Noida Institute of Technology,AWS | Bash | Docker | GCP | Kafka | Swift,Compiler Tiny | Handwriting OCR | Portfolio Website | Spam Filter | Traffic Simulation
Noida Polytechnic,AWS | CI/CD | OpenCV | Swift | TDD | Tailwind CSS,Code Editor Lite | Expense Splitter | Memory Allocator Demo | News Aggregator
Noida School of Engineering,Bash | FastAPI | Go | GraphQL | PostgreSQL | Rust | TypeScript,Code Editor Lite | Fitness Tracker | Handwriting OCR | Todo API
Noida University,AWS | GraphQL | Kafka | Redis | Terraform,Anomaly Detector | DB Index Visualizer | E-Commerce Site | Speech-to-Text | Stock Price Tracker
Ongole Academy of Science,FastAPI | Matplotlib | Pandas | Terraform | scikit-learn,Code Editor Lite | Course Planner | DB Index Visualizer | Map Routing App | Sentiment Analyzer | Traffic Simulation | URL Shortener
Ongole Center for AI,Agile | Bash | C | FastAPI | NumPy | Python | Rust | Storybook | TensorFlow | TypeScript,AR Ruler | Code Editor Lite | Gesture Recognition | Map Routing App | Stock Price Tracker | Weather Dashboard
Ongole Center for Data Science,Git | Kubernetes | Linux | MongoDB | Node.js | RabbitMQ | TDD | TensorFlow,Gesture Recognition | Memory Allocator Demo | Music Streaming Prototype | News Aggregator
Ongole College,Bash | Express | GCP | Kubernetes | Matplotlib | RabbitMQ | Socket.IO,Fitness Tracker | Job Portal | Search Engine Mini | VR Gallery | Weather Dashboard
